player_id,team_id,player_name,team,position,attempt_at_goal_on_target,attempt_at_goal,attempt_at_goal_conversion_rate,attempt_at_goal_inside_the_penalty_area,attempt_at_goal_outside_the_penalty_area,headed_attempt_at_goal,xg,xg_goal_effiency_rate,corners,own_goals,forced_turnovers,defensive_pressures_applied,direct_defensive_pressures_applied,fouls_against,fouls_for,yellow_cards,red_cards,indirect_red_cards,offsides,passes,passing_accuracy_rate,crosses,crossing_accuracy_rate,linebreaks_attempted_defensive_line,linebreak_attempted_defensive_line_rate,attempted_switches_of_play,switches_of_play_rate,goalkeeper_saves,goalkeeper_defensive_actions_inside_penalty_area,goalkeeper_defensive_actions_outside_penalty_area,offers_to_receive_total,offers_to_receive_in_behind,offers_to_receive_in_between,offers_to_receive_in_front,offers_to_receive_inside,offers_to_receive_outside,receptions_in_behind,receptions_between_midfield_and_defensive_line,receptions_under_pressure,number_of_involvements,avg_speed,speed_runs,sprints,total_distance,attacking_rank,defensive_rank,creativity_rank,attacking_score,defensive_score,creativity_score,competition_stage,goals,total_competition_minutes_played,fdcp_top_scorer_rank,assists,is_active,global_rank_x,global_score_x,fdh_tier_x,fdh_tier_multiplier_x,final_multiplier_x,total_distance_km_x,avg_speed_kmh,minutes,goals_p90,assists_p90,xg_p90,attempt_at_goal_p90,attempt_on_target_p90,attempt_inside_box_p90,corners_p90,crosses_p90,passes_p90,linebreaks_p90,switches_p90,involvements_p90,forced_turnovers_p90,pressures_p90,direct_pressures_p90,fouls_drawn_p90,fouls_committed_p90,receptions_pressure_p90,offers_in_behind_p90,receptions_in_behind_p90,sprints_p90,speed_runs_p90,distance_p90,total_distance_km_y,global_rank_y,global_score_y,fdh_tier_y,fdh_tier_multiplier_y,final_multiplier_y,attacking_threat,chance_creation,ball_progression,defensive_actions,possession_security,physical_impact,global_rank_y,global_score_y,fdh_tier_y,fdh_tier_multiplier_y,final_multiplier_y,shoot,offense,dribble,pass,speed,defense,grade_shoot,grade_offense,grade_dribble,grade_pass,grade_speed,grade_defense,overall_score,overall_grade,ego_x,ego_y,blue_lock_rank,blue_lock_score,blue_lock_tier,blue_lock_multiplier,blue_lock_final_score
311558,285023_43971,Granit Xhaka,Switzerland,MF,1,5,20,1,4,0,1.01,0.99,0,0,22,57,11,1,9,1,0,0,0,309,90,1,0,7,43,7,100,,,,198,2,66,130,146,52,0,22,73,659,6.63,703,138,44673.07,,,,,,,Round of 16,1.0,403.0,157.0,0.0,False,,,None,1.0,1.0,44.67307,6.63,403.0,0.18343830510379044,0.01493183286643696,0.1830360403102798,0.9948214209973391,0.2233086441712399,0.27115305105217924,0.06488702240388837,0.4051486611729801,57.012265611435105,1.4123568149612087,1.2170703306661328,122.26942200617381,4.19379505725094,12.95905891299762,2.415273912649367,0.32470438881924374,1.6255371769205431,14.508225714954976,1.6568775218781373,0.14181332366343796,28.876627280025698,132.86254546532447,8.868966403792518,44.67307,,,None,1.0,1.0,73.45208227491189,59.187237716695996,90.86141410495736,77.49115974174983,73.92097922253421,90.18226022034662,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
502727,285023_43971,Johan Manzambi,Switzerland,MF,3,6,50,4,2,0,0.63,4.73,0,0,14,102,13,3,3,0,0,0,1,54,80,7,43,7,57,0,0,,,,115,37,66,12,82,33,5,36,57,153,6.6,345,113,24380.51,3.0,342.0,20.0,7.485426425933838,4.692008972167969,6.902968406677246,Round of 16,3.0,220.0,10.0,2.0,True,58.099999999999994,6.920799303054809,B,1.1,1.1,24.380509999999997,6.6,220.0,0.6006995010169771,0.402701580395977,0.14189068471493632,1.36151000676521,0.6475478156543497,0.8963440068527361,0.07624333558631222,1.631525728711112,17.88292029148976,1.6595428580530704,0.08203048033563472,46.224037879969465,3.387153561491029,23.893130382075825,3.2231436338422403,0.7666895099380207,0.7545640637965831,13.966156229297507,8.68709625179384,1.1295240931719983,29.116064241455117,87.17271057326288,6.5132787699785935,24.380509999999997,58.099999999999994,6.920799303054809,B,1.1,1.1,103.49543784247616,101.75475636902063,82.61261963084523,95.12149594173648,82.77881266281977,82.02181551741833,58.099999999999994,6.920799303054809,B,1.1,1.1,,,,,,,,,,,,,,,,,,,,,
433147,285023_43971,Michel Aebischer,Switzerland,MF,1,2,0,2,0,1,0.34,0.0,5,0,8,52,6,3,2,0,0,0,0,76,87,6,0,3,33,0,0,,,,99,24,52,23,59,40,2,27,30,173,7.29,321,117,21047.55,,,,,,,Round of 16,0.0,176.0,946.0,0.0,False,,,None,1.0,1.0,21.047549999999998,7.29,176.0,0.02393805470274486,0.01828867379289707,0.08968929470722246,0.6162506411320402,0.27351089346585106,0.5328504585476771,1.0831703774606463,1.4999265902677226,23.05701725919419,0.9269133954965513,0.08550673139820462,52.19768365795023,2.326257599471052,14.868702432760744,1.9545581251822526,0.7991799356027046,0.5858014355501487,9.138049167413282,6.445624444073622,0.57517293926213,31.152888637933355,86.04913580036256,6.120239841071252,21.047549999999998,,,None,1.0,1.0,69.43318765732535,64.68693184365954,68.49540969990049,63.5520251367145,67.62820724234167,71.50966351694021,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
402021,285023_43971,Remo Freuler,Switzerland,MF,1,2,0,1,1,0,0.07,0.0,0,0,13,120,21,6,2,0,0,0,1,205,92,3,33,6,67,0,0,,,,187,31,75,81,145,42,3,19,77,440,7.0,666,144,46073.88,,,,,,,Round of 16,0.0,394.0,1210.0,0.0,False,,,None,1.0,1.0,46.073879999999996,7.0,394.0,0.019684160933581888,0.015038698953256565,0.029183037118850872,0.5067402905581617,0.22490684856912144,0.2730936745345299,0.06535141429949189,0.7381822805572323,40.2533304912536,1.2573979548892997,0.07031182285475453,86.99482288169489,2.7382067621167683,23.451026952023767,4.083229852966404,1.1523632721477066,0.4817020378506456,15.272328072248254,6.455678659389311,0.6380292697271677,30.073697284257616,127.70595446516776,9.163668481357913,46.073879999999996,,,None,1.0,1.0,60.42004003965417,65.90387303322615,89.7996481009606,81.43125085935516,92.89202523098292,92.56328900866929,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
433362,285023_43888,Ali Abdi,Tunisia,DF,0,1,0,0,1,0,0.05,0.0,1,0,22,102,24,4,2,0,0,0,0,74,69,5,0,5,60,0,0,,,,102,46,48,8,21,81,5,17,35,153,6.13,343,150,29932.97,,,,,,,Round of 16,0.0,293.0,1098.0,0.0,False,,,None,1.0,1.0,29.93297,6.13,293.0,0.0214510815544876,0.016388626307628523,0.02820493074738295,0.37234310671578363,0.0652112879256423,0.11772353557102795,0.2511015937698198,1.1642121657531992,20.301808875310346,1.1903824852496743,0.0766232633126297,43.177080170177504,4.6029540123339,22.31816287236206,4.989407163805524,0.8960355110660074,0.5249413339873963,9.088098684770554,9.733423488441735,1.0550690628039665,33.85252382997833,81.06676428540857,7.0827406048876815,29.93297,,,None,1.0,1.0,50.629332025903196,58.93547235798257,59.21100196775476,90.31497635443351,56.724784649298385,78.16500505775834,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
411653,285023_43888,Dylan Bronn,Tunisia,DF,0,0,0,0,0,0,0.0,0.0,0,0,1,4,1,1,0,0,0,0,0,20,80,0,0,0,0,1,0,,,,7,0,0,7,2,5,0,0,1,40,2.04,38,13,5012.71,,,,,,,Round of 16,0.0,49.0,669.0,0.0,False,,,None,1.0,1.0,5.01271,2.04,49.0,0.02417115467935473,0.01846676217502701,0.02164671928464292,0.21686359978317066,0.07348031022523838,0.13265129688029875,0.0802482335354577,0.29836873336195474,11.930677837756646,0.3278575420707675,0.2890332962880174,25.747672586690136,0.9300523183845049,5.284179665910988,0.9601212348056221,0.4015741924750929,0.18611789103103143,3.3489081094568913,1.643735202814839,0.17538589835339793,10.376075110663857,29.52466795962152,2.929671721769932,5.01271,,,None,1.0,1.0,37.80208349413411,34.923772176626805,24.720438477221617,20.093475372150095,27.914595255637774,19.9341652912422,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
425607,285023_43888,Mohamed Amine Ben Hmida,Tunisia,DF,0,0,0,0,0,0,0.0,0.0,0,0,7,30,11,3,1,0,0,0,0,98,83,0,0,1,0,1,0,,,,38,2,0,36,12,26,0,1,18,208,5.95,167,70,22028.58,,,,,,,Round of 16,0.0,221.0,1017.0,0.0,False,,,None,1.0,1.0,22.02858,5.95,221.0,0.022942984178219845,0.01752843991215996,0.020546818910646556,0.20584445404698842,0.06974667190178833,0.1259110971700705,0.07617070747168987,0.2832081966959457,26.33125506606863,0.503593404270997,0.27434710636222437,56.76171781993702,2.0371636480343533,10.017946974160196,2.835283787862551,0.7659591744512622,0.3690557450499159,6.449456396371024,1.9450042298109085,0.16647429319716317,20.815353794350305,52.84340281628022,6.054575306492836,22.02858,,,None,1.0,1.0,37.3098076052995,38.3837969068653,51.90382687739753,54.40079324955573,50.10641323751472,46.2808197708062,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
433380,285023_43888,Montassar Talbi,Tunisia,DF,0,1,0,1,0,1,0.08,0.0,0,0,5,17,6,1,1,0,0,0,0,113,95,0,0,0,0,4,75,,,,30,2,2,26,11,19,0,2,24,236,6.02,275,77,29945.79,,,,,,,Round of 16,0.0,298.0,1106.0,0.0,False,,,None,1.0,1.0,29.945790000000002,6.02,298.0,0.021354556893293415,0.01631488146647617,0.03345025246336355,0.3706676530966997,0.06491785295561199,0.2962683768804655,0.07089712888573416,0.26360065029081386,27.19436383961693,0.28965320970063185,0.7925767518231289,57.84598298568719,1.5379741692833413,6.996398220406809,1.7436138067086695,0.35477986276808937,0.34350465672843056,7.077384191060352,1.810344424271668,0.154948664817737,20.627752176701634,68.5249128514003,7.053165726992621,29.945790000000002,,,None,1.0,1.0,40.408788830124806,34.57060304369854,60.37942416550012,40.46375367881174,63.04998687802216,58.00100117099875,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
441362,285023_43888,Mortadha Ben Ouanes,Tunisia,DF,0,0,0,0,0,0,0.0,0.0,0,0,3,10,3,0,1,0,0,0,0,4,75,0,0,1,0,0,0,,,,17,6,8,3,13,4,0,0,3,8,2.42,38,18,3378.97,,,,,,,Round of 16,0.0,27.0,606.0,0.0,False,,,None,1.0,1.0,3.37897,2.42,27.0,0.021316219229056983,0.01628559149099953,0.01908995329277427,0.19124911892309926,0.06480130645633324,0.11698341112906471,0.07076984784046918,0.26312741016347935,7.6614565675572335,0.4678862751401942,0.07614153508619152,16.986430883750074,1.177706901592579,5.732566100332687,1.2042242783135257,0.17538985181668085,0.3428879655810042,3.3108635922827694,2.522106637556383,0.15467048672603745,10.044287765608566,26.037411254910225,2.2916024004441247,3.37897,,,None,1.0,1.0,19.457104694622863,22.124182330636557,17.435392571697662,22.487498169574284,16.332964086257412,14.26044434871444,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
433367,285023_43888,Omar Rekik,Tunisia,DF,1,1,100,1,0,1,0.11,8.73,0,0,5,17,5,0,1,0,0,0,1,93,83,2,0,4,25,1,100,,,,25,0,9,16,2,23,0,7,22,205,4.08,199,66,20477.26,,,,,,,Round of 16,1.0,200.0,107.0,0.0,False,,,None,1.0,1.0,20.477259999999998,4.08,200.0,0.2196855163081892,0.01788234693312706,0.042552391684983655,0.4062798484428606,0.26743419136523006,0.324732601433679,0.07770862803400765,0.6814849026114914,25.881498336555442,1.1025990888825308,0.2798862968212819,57.318924314029076,1.6857362847425486,7.668582852821063,1.714853614042038,0.19258632273006468,0.37650714517199985,7.36479101018691,1.5917161267544147,0.16983548343818056,20.450507860655783,60.19127238912706,5.872327874374904,20.477259999999998,,,None,1.0,1.0,69.38982694554144,53.0033790972255,60.6070321504381,45.683632201927324,47.598552131542114,48.311016068063225,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
419189,285023_43888,Yan Valery,Tunisia,DF,0,0,0,0,0,0,0.0,0.0,0,0,13,68,10,4,1,0,0,0,1,80,68,7,29,8,13,1,100,,,,80,38,33,9,5,75,4,28,35,163,6.39,296,130,29256.28,,,,,,,Round of 16,0.0,274.0,1077.0,0.0,False,,,None,1.0,1.0,29.25628,6.39,274.0,0.021826698809034508,0.016675597890102364,0.01954711838541894,0.19582914171465757,0.0663531643794649,0.11978492306398138,0.07246464004599457,1.5506656909440737,21.755504967896947,1.7603281093261458,0.2609988139809215,45.763467048356105,3.036249016417119,16.485812318769053,2.5142998922304076,0.9117254611409369,0.35109942666461597,9.247235028005926,8.439588967541493,0.8905099098985553,30.784618519137922,73.88368589274265,7.08290513079155,29.25628,,,None,1.0,1.0,45.80821722551987,65.68119328717631,58.19288216955647,70.55496396339636,54.35013579136643,73.6698789596245,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
448662,285023_43888,Elias Achouri,Tunisia,FW,1,3,0,0,3,0,0.13,0.0,0,0,1,19,6,0,1,0,0,0,1,8,88,0,0,0,0,0,0,,,,31,17,13,1,16,15,0,3,10,33,6.83,68,40,6477.05,,,,,,,Round of 16,0.0,58.0,703.0,0.0,False,,,None,1.0,1.0,6.47705,6.83,58.0,0.02469826460860442,0.018869474160973777,0.049043618458468115,0.8429353055819299,0.2821968829146677,0.13554407617202105,0.08199823850056669,0.30487537832861294,9.705484945629655,0.3350072611511103,0.08822220118193498,24.859363155891472,0.9503343371066347,8.506126239229333,2.0166297708022896,0.20321732119959712,0.3972907959907644,5.285966499559489,5.20052148102021,0.17921060800003366,16.194432563732065,36.38194882530537,3.2968457784914245,6.47705,,,None,1.0,1.0,60.23041735673876,40.86385763157327,37.58364242180467,34.60754754768615,41.69185578333781,31.31681607386454,,,None,1.0,1.0,56.15901455767077,60.58804535698683,35.868299781712345,56.504228755537646,36.48814966533777,32.406203478621364,B,B,D,B,C,D,49.63813784302195,B,46.43907428717555,34.7704869063029,,,None,1.0,55.22283780639803
482885,285023_43888,Elias Saad,Tunisia,FW,0,1,0,0,1,0,0.06,0.0,1,0,6,53,3,1,3,0,0,0,1,29,76,2,0,1,100,0,0,,,,45,12,32,1,25,20,2,19,35,76,4.99,199,86,15480.51,,,,,,,Round of 16,0.0,124.0,860.0,0.0,False,,,None,1.0,1.0,15.48051,4.99,124.0,0.024975329525862098,0.01908115175775864,0.034933159910020155,0.4335162198366863,0.07592500175862078,0.1370646084379312,0.2923556573565138,0.7271705943285449,14.212549821158731,0.548202933019445,0.08921187706637941,34.14405049846748,2.008182996076152,15.722425042534883,1.4109396160143692,0.4149345746694449,0.820622727341093,10.581203508977119,4.211673069044545,0.6000961177009585,26.010229480388634,64.22640200665658,5.2194924896640345,15.48051,,,None,1.0,1.0,57.18548227339646,58.40594750844963,47.995884671630066,57.300835617029534,49.9584036188738,52.49114586167275,,,None,1.0,1.0,27.39828294139604,32.49634371023191,57.312636429784135,46.66892765542532,64.9244724040818,61.06808374319257,D,D,B,C,B,B,30.88588236554694,D,38.89968299417118,39.654664966153234,,,None,1.0,34.73111506459167
494375,285023_43888,Firas Chaouat,Tunisia,FW,0,0,0,0,0,0,0.0,0.0,0,0,0,18,0,1,2,0,0,0,3,7,100,0,0,0,0,0,0,,,,25,22,3,0,20,5,1,5,5,14,6.2,83,35,6946.94,,,,,,,Round of 16,0.0,66.0,717.0,0.0,False,,,None,1.0,1.0,6.94694,6.2,66.0,0.02499548265295503,0.019096548746857643,0.0223849544446804,0.2242594703623125,0.0759862672649833,0.1371752087994172,0.0829850024078107,0.30854423786807683,9.612673845846233,0.339038726704682,0.08928386403635537,21.17599515792908,0.7521640639927228,8.398882099115337,0.7832584444129987,0.41526939424449416,0.6116783423797142,4.301544818919139,6.311137187803119,0.39097378510582187,15.341282978594686,39.96386635767783,3.43501193207449,6.94694,,,None,1.0,1.0,48.38800205891909,45.620383233695314,41.88479199857559,32.323086797535666,60.89250105979785,32.73065890137292,,,None,1.0,1.0,37.681970884658455,40.6636403350491,23.739995149163224,53.26112300485406,26.59376028674884,18.03757514085967,C,C,E,B,E,E,34.098675509297465,D,37.32886688027964,40.77794951056156,,,None,1.0,38.24192827890572
494374,285023_43888,Hazem Mastouri,Tunisia,FW,2,3,33,1,2,1,0.21,4.8,0,0,1,38,4,2,2,0,0,0,0,10,70,1,100,0,0,0,0,,,,15,14,1,0,11,4,1,14,17,37,2.17,106,39,10041.14,,,,,,,Round of 16,1.0,92.0,93.0,0.0,False,,,None,1.0,1.0,10.041139999999999,2.17,92.0,0.23741434208431986,0.0193254689858389,0.067198331887356,0.8633054618333652,0.5011356053011953,0.3509388248178865,0.08397978669238892,0.5243621433609644,10.364263632061585,0.3431029598480612,0.09035415604373892,26.308584989105828,0.9732998705346146,12.74194836921109,1.641124672259913,0.6323666695662897,0.619010848068223,6.898540376053168,4.689838259221374,0.395660590743231,16.373663800656338,45.32167614990661,4.132528510408254,10.041139999999999,,,None,1.0,1.0,82.07964701680314,63.796434023635115,39.03110033278641,42.75589480813956,43.351867239651135,38.40245857280654,,,None,1.0,1.0,73.29227323628221,68.16653687629393,41.58622362357507,54.92506941942048,44.28148202333492,39.35967738896112,A,A,C,B,C,C,59.743133503645076,A,61.28828544363751,54.31924882629108,,,None,1.0,66.26517720036449
433365,285023_43888,Aymen Dahmen,Tunisia,GK,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,48,50,0,0,1,100,1,0,6.0,51.0,44.0,16,0,0,16,9,7,0,0,1,86,1.57,9,0,7797.05,,,,,,,Round of 16,0.0,198.0,977.0,0.0,False,,,None,1.0,1.0,7.7970500000000005,1.57,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520245,285023_43888,Mouhib Chamakh,Tunisia,GK,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,70,0,0,0,0,0,0,1.0,26.0,20.0,1,0,0,1,1,0,0,0,0,34,0.77,4,0,3891.4,,,,,,,Round of 16,0.0,100.0,811.0,0.0,False,,,None,1.0,1.0,3.8914,0.77,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433361,285023_43888,Anis Slimane,Tunisia,MF,1,1,0,1,0,1,0.11,0.0,2,0,5,92,5,0,0,0,0,0,2,75,79,4,50,2,50,2,100,,,,180,57,85,38,149,31,0,30,42,162,7.16,408,123,30657.94,,,,,,,Round of 16,0.0,257.0,1052.0,0.0,False,,,None,1.0,1.0,30.65794,7.16,257.0,0.02217436769334122,0.01694121691771269,0.040312901913749026,0.3848977467837517,0.2533593976268516,0.3076422497401509,0.4455175404200814,1.017517674162981,21.17229323436733,0.6726717630706689,0.4511054810788034,46.30646596159215,1.5970176718234956,21.21119200293872,1.6246025852340118,0.18245069738081157,0.17074263123872743,10.696175829678026,12.107056931446351,0.1608972119828839,29.973329337678056,95.88687383272357,7.45636365917812,30.65794,,,None,1.0,1.0,51.08216081563475,52.49669082529671,55.807208015094325,52.682939536911825,50.716943993072846,81.89136849777906,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
411658,285023_43888,Ellyes Skhiri,Tunisia,MF,0,0,0,0,0,0,0.0,0.0,0,1,10,40,10,0,1,0,0,0,0,109,91,0,0,3,0,2,100,,,,63,2,18,43,53,10,0,7,20,230,6.61,286,59,29334.81,,,,,,,Round of 16,0.0,267.0,1066.0,0.0,False,,,None,1.0,1.0,29.33481,6.61,267.0,0.021968559077127518,0.016783979134925426,0.019674162767112317,0.19710191203998811,0.06678441959446765,0.12056345221527583,0.07293561613606336,0.271179893248062,27.239382700364395,0.8506518988784803,0.44691860206104794,58.40387320533311,2.503312424936664,11.434703346273112,2.53064131242861,0.18075730408660518,0.35338135941265614,6.54398461409071,1.8623968005185283,0.15940386466363726,17.904834546648537,72.521650372618,7.143406774472308,29.33481,,,None,1.0,1.0,38.932131302361114,43.070150144664645,68.97816822726404,60.14342999472062,50.51666239344158,55.865549342906654,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
433378,285023_43888,Hannibal Mejbri,Tunisia,MF,1,3,0,0,3,0,0.06,0.0,4,0,19,125,17,4,15,0,0,0,0,123,76,9,33,11,55,7,71,,,,150,25,93,32,73,77,3,30,75,289,6.27,368,102,31221.09,,,,,,,Round of 16,0.0,298.0,174.0,2.0,False,,,None,1.0,1.0,31.22109,6.27,298.0,0.021354556893293415,0.37446401876661856,0.02986876109036212,0.7288167903968422,0.24399242160568319,0.11719380823039428,0.7871954034860188,1.8752717681414544,28.98510952611764,2.2594734648514145,1.3298004577733424,67.33693512414095,4.045018130384338,26.336451634614498,3.713434061859452,0.8920035687183028,2.850548617829427,16.210187192213983,5.929059503223305,0.6921723707679506,25.104616392953414,85.17884773585693,7.281539524392055,31.22109,,,None,1.0,1.0,60.65810166463109,96.19579265211621,75.12632215870127,93.14088783182164,71.70417504554347,72.13817211407859,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
464484,285023_43888,Ismael Gharbi,Tunisia,MF,0,3,0,2,1,0,0.26,0.0,1,0,3,62,9,0,2,0,0,0,0,36,97,1,0,0,0,0,0,,,,60,12,36,12,36,24,0,14,21,84,6.44,185,65,15753.85,,,,,,,Round of 16,0.0,142.0,884.0,0.0,False,,,None,1.0,1.0,15.75385,6.44,142.0,0.02465303232238703,0.018834916694303688,0.07582933078365363,0.8413915578081878,0.07494521826005657,0.5487655425930807,0.28858291791423535,0.5110518815914559,15.476286182830968,0.3343937304208576,0.08806063145556647,35.35731321534794,1.3620636004570017,17.38014673541126,2.633141076289513,0.20284514994860045,0.6032980500902009,7.550369161893304,4.157323017298532,0.17888240253124027,21.333145420821847,60.50329661515017,5.208645812644146,15.75385,,,None,1.0,1.0,63.35970520349329,50.37737754786031,56.045021865764014,56.91786915692381,63.80375132596618,49.68851087851277,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
479781,285023_43888,Mohamed Hadj Mahmoud,Tunisia,MF,0,0,0,0,0,0,0.0,0.0,0,0,1,25,6,2,0,0,0,0,0,13,92,0,0,0,0,1,100,,,,18,2,9,7,11,7,0,1,7,24,4.46,67,36,5920.56,,,,,,,Round of 16,0.0,52.0,690.0,0.0,False,,,None,1.0,1.0,5.92056,4.46,52.0,0.02437403807669676,0.018621765090596324,0.021828413539966545,0.21868386962412334,0.07409707575315817,0.13376472096491182,0.08092180641463326,0.30087312601874483,10.600052501439182,0.3306094524723149,0.2914593308682339,22.693464400667235,0.9378588206622323,9.620833646387249,1.9901564583210083,0.609340119011607,0.18768009319056506,4.6033891602230685,2.0663226190842328,0.17685802028451167,15.164259041340735,35.699949432059974,3.1398225050363022,5.92056,,,None,1.0,1.0,40.566409828569675,38.14163039453749,37.61994105566088,33.62809495634072,58.224964864825225,29.783028645738913,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
336459,285023_43888,Rani Khedira,Tunisia,MF,0,1,0,0,1,0,0.06,0.0,0,0,6,49,10,3,0,1,0,0,0,30,83,1,0,2,50,0,0,,,,35,11,17,7,31,4,1,5,19,74,7.49,218,49,18577.38,,,,,,,Round of 16,0.0,162.0,919.0,0.0,False,,,None,1.0,1.0,18.57738,7.49,162.0,0.02424214945122872,0.01852100218073874,0.03390765605176328,0.42078984303010564,0.07369613433173533,0.13304091618834324,0.08048393617807935,0.5025343709796489,13.998613039179057,0.7353990714638293,0.08659295783978899,32.73513331568354,1.9492304302084642,14.447717712768197,2.7925447767405185,0.8093322401457546,0.18666455077446115,7.0179514260896845,3.8847451909718553,0.37919031457179714,17.724965412780907,66.2034569736587,5.695828636109678,18.57738,,,None,1.0,1.0,50.63994514136697,52.337211265896585,48.12539093108015,57.071787084516146,53.38196357584791,46.44855442749372,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
504502,285023_43888,Sebastian Tounekti,Tunisia,MF,0,0,0,0,0,0,0.0,0.0,0,0,1,33,1,1,0,0,0,0,0,18,89,3,0,1,0,0,0,,,,62,19,41,2,46,16,1,13,15,46,7.03,146,55,11128.49,,,,,,,Round of 16,0.0,98.0,794.0,0.0,False,,,None,1.0,1.0,11.12849,7.03,98.0,0.025273730278940577,0.0193091299331106,0.02263414188860802,0.22675590806265483,0.07683214004797938,0.13870223177082588,0.08390878452608272,0.9477985837673103,12.051020071604446,0.5547527632382392,0.09027776455637575,28.193800911524306,0.9724769772885694,11.671476039428835,1.003917497755571,0.41989213846981227,0.19460772314784244,6.468828114048361,5.745572582848172,0.3953260726386821,19.750858574541418,53.76095358261888,4.359487427302373,11.12849,,,None,1.0,1.0,56.08902537618676,63.122892753075156,48.20901013010788,39.816672140861456,54.78163250042092,41.9694029072465,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
484082,285023_43972,Abdulkerim Bardakci,Türkiye,DF,0,3,0,1,2,0,0.07,0.0,0,0,3,27,12,1,3,0,0,0,0,242,92,6,33,3,33,5,60,,,,25,2,1,22,11,14,1,2,24,516,6.08,258,93,30419.01,,,,,,,Round of 16,0.0,300.0,1113.0,0.0,False,,,None,1.0,1.0,30.41901,6.08,300.0,0.021316219229056986,0.016285591490999535,0.031602668718982846,0.7275083514748956,0.06480130645633324,0.2957364886463301,0.07076984784046919,1.335645875267072,50.2046890166664,0.825392430174725,0.9699069226725187,107.7929942625209,1.177706901592579,8.7713684181262,2.8130019759689144,0.3541429293339462,0.700394120615535,7.0646782201453435,1.807094327487322,0.3334235642433029,23.450768579403476,65.36308830870861,7.125092766634082,30.41901,,,None,1.0,1.0,47.05552836404443,52.390602224886365,79.7611331540818,49.34192817035341,59.51297503379324,60.96802399854661,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
401167,285023_43972,Caglar Soyuncu,Türkiye,DF,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,4,75,0,0,0,0,0,0,,,,4,0,0,4,3,1,0,0,1,8,1.8,9,3,1394.51,,,,,,,Round of 16,0.0,15.0,555.0,0.0,False,,,None,1.0,1.0,1.39451,1.8,15.0,0.017703962795799274,0.013525827575990643,0.01585496092140599,0.15883995420391106,0.0538200468992298,0.0971593478233464,0.05877715648205358,0.21853771675134617,6.363142571210354,0.24013655136222128,0.06323855510659498,14.107902399004887,0.5327476484511917,3.42496930033578,0.7032328759607839,0.1456682058838364,0.1363205135276544,2.4528801111440344,1.2039402859655335,0.1284599540463195,6.115255618357529,17.319715987279242,1.608650487016213,1.39451,,,None,1.0,1.0,4.439599863873828,3.9574225008554333,8.090727868802526,4.1236363023692375,10.45259238354501,4.037894931583894,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
484065,285023_43972,Eren Elmali,Türkiye,DF,0,0,0,0,0,0,0.0,0.0,0,0,4,26,3,2,1,1,0,0,0,59,88,4,25,1,100,1,100,,,,26,12,11,3,11,15,3,8,30,121,4.45,135,60,14528.21,,,,,,,Round of 16,0.0,134.0,873.0,0.0,False,,,None,1.0,1.0,14.52821,4.45,134.0,0.02480381815084515,0.01895011706724569,0.022213307383170875,0.22253985644938262,0.07540360717856927,0.13612335401183817,0.08234867626080589,1.138175559467626,20.354928159875314,0.5444382964514619,0.2965985454882172,43.26954420940278,1.5783937240088253,9.998474216201569,1.4012503667350784,0.6200844298519504,0.39898870681490595,9.46854339738856,4.182750534170853,0.8039744256627274,20.423629224193565,50.47338877042739,4.985571285194943,14.52821,,,None,1.0,1.0,49.27525239765858,63.90339122110602,53.78644568277339,46.316228049979344,64.49831174461772,45.5284933125572,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
